a new vector,two values,NumPy,a NumPy program,0,2,two,,,,problem_13
Python,a Python program,each word,the occurrences,a given sentence,,,,,,problem_14
a given sentence,Python,a Python program,the occurrences,,,,,,,problem_14
a given sentence,Python,each word,the occurrences,,,,,,,problem_14
a given sentence,a Python program,each word,the occurrences,,,,,,,problem_14
Python,a Python program,each word,the occurrences,,,,,,,problem_14
input,a hyphen-separated sequence,the words,a Python program,that,them,words,,,,problem_15
words,input,a hyphen-separated sequence,the words,a Python program,them,,,,,problem_15
words,input,a hyphen-separated sequence,the words,that,them,,,,,problem_15
words,input,a hyphen-separated sequence,a Python program,that,them,,,,,problem_15
words,input,the words,a Python program,that,them,,,,,problem_15
words,a hyphen-separated sequence,the words,a Python program,that,them,,,,,problem_15
input,a hyphen-separated sequence,the words,a Python program,that,them,,,,,problem_15
a given DataFrame,a specific index,Pandas,a Pandas program,a column,DataFrame,,,,,problem_16
DataFrame,a given DataFrame,a specific index,Pandas,a column,,,,,,problem_16
DataFrame,a given DataFrame,a specific index,a Pandas program,a column,,,,,,problem_16
DataFrame,a given DataFrame,Pandas,a Pandas program,a column,,,,,,problem_16
DataFrame,a specific index,Pandas,a Pandas program,a column,,,,,,problem_16
a given DataFrame,a specific index,Pandas,a Pandas program,a column,,,,,,problem_16
a given list,the last N number,a Python program,elements,,,,,,,problem_17
elements,a given list,a Python program,,,,,,,,problem_17
elements,the last N number,a Python program,,,,,,,,problem_17
a given list,the last N number,a Python program,,,,,,,,problem_17
value,index position,numbers,a given list,the maximum and minimum values,Python,a Python program,lambda,,,problem_18
lambda,value,index position,numbers,a given list,the maximum and minimum values,a Python program,,,,problem_18
lambda,value,index position,numbers,a given list,Python,a Python program,,,,problem_18
lambda,value,index position,numbers,the maximum and minimum values,Python,a Python program,,,,problem_18
lambda,value,index position,a given list,the maximum and minimum values,Python,a Python program,,,,problem_18
lambda,value,numbers,a given list,the maximum and minimum values,Python,a Python program,,,,problem_18
lambda,index position,numbers,a given list,the maximum and minimum values,Python,a Python program,,,,problem_18
value,index position,numbers,a given list,the maximum and minimum values,Python,a Python program,,,,problem_18
a given NumPy array,the k smallest values,a NumPy program,NumPy,,,,,,,problem_19
NumPy,a given NumPy array,a NumPy program,,,,,,,,problem_19
NumPy,the k smallest values,a NumPy program,,,,,,,,problem_19
a given NumPy array,the k smallest values,a NumPy program,,,,,,,,problem_19
NumPy,a NumPy program,another,one,one polynomial,,,,,,problem_20
one polynomial,NumPy,a NumPy program,one,,,,,,,problem_20
one polynomial,NumPy,another,one,,,,,,,problem_20
one polynomial,a NumPy program,another,one,,,,,,,problem_20
NumPy,a NumPy program,another,one,,,,,,,problem_20
common elements,two given list,Python,a Python program,two,same order,,,,,problem_21
same order,common elements,two given list,Python,two,,,,,,problem_21
same order,common elements,two given list,a Python program,two,,,,,,problem_21
same order,common elements,Python,a Python program,two,,,,,,problem_21
same order,two given list,Python,a Python program,two,,,,,,problem_21
common elements,two given list,Python,a Python program,two,,,,,,problem_21
numbers,Python,a Python program,a list,nineteen or,thirteen,Lambda,,,,problem_22
Lambda,numbers,Python,a Python program,a list,thirteen,,,,,problem_22
Lambda,numbers,Python,a Python program,nineteen or,thirteen,,,,,problem_22
Lambda,numbers,Python,a list,nineteen or,thirteen,,,,,problem_22
Lambda,numbers,a Python program,a list,nineteen or,thirteen,,,,,problem_22
Lambda,Python,a Python program,a list,nineteen or,thirteen,,,,,problem_22
numbers,Python,a Python program,a list,nineteen or,thirteen,,,,,problem_22
same size,arrays,NumPy,a NumPy program,two,element,,,,,problem_23
element,same size,arrays,NumPy,two,,,,,,problem_23
element,same size,arrays,a NumPy program,two,,,,,,problem_23
element,same size,NumPy,a NumPy program,two,,,,,,problem_23
element,arrays,NumPy,a NumPy program,two,,,,,,problem_23
same size,arrays,NumPy,a NumPy program,two,,,,,,problem_23
increasing order,a given list,each tuple,a list,the last element,a Python program,non-empty tuples,,,,problem_24
non-empty tuples,increasing order,a given list,each tuple,a list,a Python program,,,,,problem_24
non-empty tuples,increasing order,a given list,each tuple,the last element,a Python program,,,,,problem_24
non-empty tuples,increasing order,a given list,a list,the last element,a Python program,,,,,problem_24
non-empty tuples,increasing order,each tuple,a list,the last element,a Python program,,,,,problem_24
non-empty tuples,a given list,each tuple,a list,the last element,a Python program,,,,,problem_24
increasing order,a given list,each tuple,a list,the last element,a Python program,,,,,problem_24
a given DataFrame,the missing values,Pandas,the most frequent values,each column,a Pandas program,DataFrame,,,,problem_25
DataFrame,a given DataFrame,the missing values,Pandas,the most frequent values,a Pandas program,,,,,problem_25
DataFrame,a given DataFrame,the missing values,Pandas,each column,a Pandas program,,,,,problem_25
DataFrame,a given DataFrame,the missing values,the most frequent values,each column,a Pandas program,,,,,problem_25
DataFrame,a given DataFrame,Pandas,the most frequent values,each column,a Pandas program,,,,,problem_25
DataFrame,the missing values,Pandas,the most frequent values,each column,a Pandas program,,,,,problem_25
a given DataFrame,the missing values,Pandas,the most frequent values,each column,a Pandas program,,,,,problem_25
NumPy,14 elements,8 elements,3 arrays,an array,a NumPy program,14,2,4,the original order,problem_26
the original order,NumPy,14 elements,8 elements,3 arrays,an array,a NumPy program,14,4,,problem_26
the original order,NumPy,14 elements,8 elements,3 arrays,an array,a NumPy program,2,4,,problem_26
the original order,NumPy,14 elements,8 elements,3 arrays,an array,14,2,4,,problem_26
the original order,NumPy,14 elements,8 elements,3 arrays,a NumPy program,14,2,4,,problem_26
the original order,NumPy,14 elements,8 elements,an array,a NumPy program,14,2,4,,problem_26
the original order,NumPy,14 elements,3 arrays,an array,a NumPy program,14,2,4,,problem_26
the original order,NumPy,8 elements,3 arrays,an array,a NumPy program,14,2,4,,problem_26
the original order,14 elements,8 elements,3 arrays,an array,a NumPy program,14,2,4,,problem_26
NumPy,14 elements,8 elements,3 arrays,an array,a NumPy program,14,2,4,,problem_26
a deep copy,Python,a Python program,copy.copy,a given dictionary,,,,,,problem_27
a given dictionary,a deep copy,Python,copy.copy,,,,,,,problem_27
a given dictionary,a deep copy,a Python program,copy.copy,,,,,,,problem_27
a given dictionary,Python,a Python program,copy.copy,,,,,,,problem_27
a deep copy,Python,a Python program,copy.copy,,,,,,,problem_27
value,a given series,Pandas,a Pandas program,a subset,condition,,,,,problem_28
condition,value,a given series,Pandas,a subset,,,,,,problem_28
condition,value,a given series,a Pandas program,a subset,,,,,,problem_28
condition,value,Pandas,a Pandas program,a subset,,,,,,problem_28
condition,a given series,Pandas,a Pandas program,a subset,,,,,,problem_28
value,a given series,Pandas,a Pandas program,a subset,,,,,,problem_28
a given list,a Python program,the items,specific condition,,,,,,,problem_29
specific condition,a given list,the items,,,,,,,,problem_29
specific condition,a Python program,the items,,,,,,,,problem_29
a given list,a Python program,the items,,,,,,,,problem_29
a file line,a variable,a Python program,it,line store,,,,,,problem_30
line store,a file line,a variable,it,,,,,,,problem_30
line store,a file line,a Python program,it,,,,,,,problem_30
line store,a variable,a Python program,it,,,,,,,problem_30
a file line,a variable,a Python program,it,,,,,,,problem_30
a given string,Python,a Python program,cases,,,,,,,problem_32
cases,a given string,a Python program,,,,,,,,problem_32
cases,Python,a Python program,,,,,,,,problem_32
a given string,Python,a Python program,,,,,,,,problem_32
Mountain View,longitude,Amphitheatre Parkway,latitude,CA,Python,"""1600 Amphitheatre Parkway",a Python program,an address,geographic coordinates,problem_33
geographic coordinates,Mountain View,longitude,Amphitheatre Parkway,latitude,CA,Python,"""1600 Amphitheatre Parkway",an address,,problem_33
geographic coordinates,Mountain View,longitude,Amphitheatre Parkway,latitude,CA,Python,a Python program,an address,,problem_33
geographic coordinates,Mountain View,longitude,Amphitheatre Parkway,latitude,CA,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
geographic coordinates,Mountain View,longitude,Amphitheatre Parkway,latitude,Python,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
geographic coordinates,Mountain View,longitude,Amphitheatre Parkway,CA,Python,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
geographic coordinates,Mountain View,longitude,latitude,CA,Python,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
geographic coordinates,Mountain View,Amphitheatre Parkway,latitude,CA,Python,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
geographic coordinates,longitude,Amphitheatre Parkway,latitude,CA,Python,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
Mountain View,longitude,Amphitheatre Parkway,latitude,CA,Python,"""1600 Amphitheatre Parkway",a Python program,an address,,problem_33
a given timezone-aware datetime,Python,a datetime,a Python program,arrow module,,,,,,problem_34
arrow module,a given timezone-aware datetime,Python,a Python program,,,,,,,problem_34
arrow module,a given timezone-aware datetime,a datetime,a Python program,,,,,,,problem_34
arrow module,Python,a datetime,a Python program,,,,,,,problem_34
a given timezone-aware datetime,Python,a datetime,a Python program,,,,,,,problem_34
lists,a two-dimensional list,Python,a Python program,two,given list,,,,,problem_35
given list,lists,a two-dimensional list,Python,two,,,,,,problem_35
given list,lists,a two-dimensional list,a Python program,two,,,,,,problem_35
given list,lists,Python,a Python program,two,,,,,,problem_35
given list,a two-dimensional list,Python,a Python program,two,,,,,,problem_35
lists,a two-dimensional list,Python,a Python program,two,,,,,,problem_35
Python,a Python program,a dictionary,unique hashable values,,,,,,,problem_36
unique hashable values,Python,a dictionary,,,,,,,,problem_36
unique hashable values,a Python program,a dictionary,,,,,,,,problem_36
Python,a Python program,a dictionary,,,,,,,,problem_36
last two columns,NumPy,a NumPy program,last two,a multidimensional columns,,,,,,problem_37
a multidimensional columns,last two columns,NumPy,last two,,,,,,,problem_37
a multidimensional columns,last two columns,a NumPy program,last two,,,,,,,problem_37
a multidimensional columns,NumPy,a NumPy program,last two,,,,,,,problem_37
last two columns,NumPy,a NumPy program,last two,,,,,,,problem_37
Cartesian product,Cartesian,Python,a Python program,two or more given lists,two,itertools,,,,problem_38
itertools,Cartesian product,Cartesian,Python,a Python program,two,,,,,problem_38
itertools,Cartesian product,Cartesian,Python,two or more given lists,two,,,,,problem_38
itertools,Cartesian product,Cartesian,a Python program,two or more given lists,two,,,,,problem_38
itertools,Cartesian product,Python,a Python program,two or more given lists,two,,,,,problem_38
itertools,Cartesian,Python,a Python program,two or more given lists,two,,,,,problem_38
Cartesian product,Cartesian,Python,a Python program,two or more given lists,two,,,,,problem_38
the first Monday,NumPy,May 2017,a NumPy program,May,,,,,,problem_39
May,the first Monday,NumPy,a NumPy program,,,,,,,problem_39
May,the first Monday,May 2017,a NumPy program,,,,,,,problem_39
May,NumPy,May 2017,a NumPy program,,,,,,,problem_39
the first Monday,NumPy,May 2017,a NumPy program,,,,,,,problem_39
U.S.,people,a Python program,the number,a U.S. government website,,,,,,problem_40
a U.S. government website,U.S.,people,the number,,,,,,,problem_40
a U.S. government website,U.S.,a Python program,the number,,,,,,,problem_40
a U.S. government website,people,a Python program,the number,,,,,,,problem_40
U.S.,people,a Python program,the number,,,,,,,problem_40
NumPy,the leading and trailing whitespaces,a NumPy program,all the elements,a given array,,,,,,problem_41
a given array,NumPy,the leading and trailing whitespaces,all the elements,,,,,,,problem_41
a given array,NumPy,a NumPy program,all the elements,,,,,,,problem_41
a given array,the leading and trailing whitespaces,a NumPy program,all the elements,,,,,,,problem_41
NumPy,the leading and trailing whitespaces,a NumPy program,all the elements,,,,,,,problem_41
first,the first repeated character,a given string,Python,the index,a Python program,first occurrence,,,,problem_42
first occurrence,first,the first repeated character,a given string,Python,a Python program,,,,,problem_42
first occurrence,first,the first repeated character,a given string,the index,a Python program,,,,,problem_42
first occurrence,first,the first repeated character,Python,the index,a Python program,,,,,problem_42
first occurrence,first,a given string,Python,the index,a Python program,,,,,problem_42
first occurrence,the first repeated character,a given string,Python,the index,a Python program,,,,,problem_42
first,the first repeated character,a given string,Python,the index,a Python program,,,,,problem_42
that table,the table,some records,the records,Python,a Python program,all rows,a table,,,problem_43
a table,that table,the table,some records,the records,Python,all rows,,,,problem_43
a table,that table,the table,some records,the records,a Python program,all rows,,,,problem_43
a table,that table,the table,some records,Python,a Python program,all rows,,,,problem_43
a table,that table,the table,the records,Python,a Python program,all rows,,,,problem_43
a table,that table,some records,the records,Python,a Python program,all rows,,,,problem_43
a table,the table,some records,the records,Python,a Python program,all rows,,,,problem_43
that table,the table,some records,the records,Python,a Python program,all rows,,,,problem_43
a given series,Pandas,a Pandas program,each word,the number,characters,,,,,problem_44
characters,a given series,Pandas,a Pandas program,the number,,,,,,problem_44
characters,a given series,Pandas,each word,the number,,,,,,problem_44
characters,a given series,a Pandas program,each word,the number,,,,,,problem_44
characters,Pandas,a Pandas program,each word,the number,,,,,,problem_44
a given series,Pandas,a Pandas program,each word,the number,,,,,,problem_44
different shapes,arrays,NumPy,a NumPy program,q(3,,,,,,problem_45
q(3,different shapes,arrays,a NumPy program,,,,,,,problem_45
q(3,different shapes,NumPy,a NumPy program,,,,,,,problem_45
q(3,arrays,NumPy,a NumPy program,,,,,,,problem_45
different shapes,arrays,NumPy,a NumPy program,,,,,,,problem_45
Python,a Python program,at least one element,at least one,the list,,,,,,problem_46
the list,Python,a Python program,at least one,,,,,,,problem_46
the list,Python,at least one element,at least one,,,,,,,problem_46
the list,a Python program,at least one element,at least one,,,,,,,problem_46
Python,a Python program,at least one element,at least one,,,,,,,problem_46
15 integers,NumPy,a NumPy program,an array,15,that,generator function,,,,problem_47
generator function,15 integers,NumPy,a NumPy program,an array,that,,,,,problem_47
generator function,15 integers,NumPy,a NumPy program,15,that,,,,,problem_47
generator function,15 integers,NumPy,an array,15,that,,,,,problem_47
generator function,15 integers,a NumPy program,an array,15,that,,,,,problem_47
generator function,NumPy,a NumPy program,an array,15,that,,,,,problem_47
15 integers,NumPy,a NumPy program,an array,15,that,,,,,problem_47
integers,a given number,a given array,Python,whose sum,a Python program,four elements,The solution,four,duplicate quadruplets,problem_48
duplicate quadruplets,integers,a given number,a given array,Python,whose sum,a Python program,four elements,four,,problem_48
duplicate quadruplets,integers,a given number,a given array,Python,whose sum,a Python program,The solution,four,,problem_48
duplicate quadruplets,integers,a given number,a given array,Python,whose sum,four elements,The solution,four,,problem_48
duplicate quadruplets,integers,a given number,a given array,Python,a Python program,four elements,The solution,four,,problem_48
duplicate quadruplets,integers,a given number,a given array,whose sum,a Python program,four elements,The solution,four,,problem_48
duplicate quadruplets,integers,a given number,Python,whose sum,a Python program,four elements,The solution,four,,problem_48
duplicate quadruplets,integers,a given array,Python,whose sum,a Python program,four elements,The solution,four,,problem_48
duplicate quadruplets,a given number,a given array,Python,whose sum,a Python program,four elements,The solution,four,,problem_48
integers,a given number,a given array,Python,whose sum,a Python program,four elements,The solution,four,,problem_48
strings,specified size,a give list,Python,a Python program,string values,,,,,problem_49
string values,strings,specified size,a give list,a Python program,,,,,,problem_49
string values,strings,specified size,Python,a Python program,,,,,,problem_49
string values,strings,a give list,Python,a Python program,,,,,,problem_49
string values,specified size,a give list,Python,a Python program,,,,,,problem_49
strings,specified size,a give list,Python,a Python program,,,,,,problem_49
times,a specific element presents,Python,a Python program,the number,a deque object,,,,,problem_50
a deque object,times,a specific element presents,Python,the number,,,,,,problem_50
a deque object,times,a specific element presents,a Python program,the number,,,,,,problem_50
a deque object,times,Python,a Python program,the number,,,,,,problem_50
a deque object,a specific element presents,Python,a Python program,the number,,,,,,problem_50
times,a specific element presents,Python,a Python program,the number,,,,,,problem_50
UFO,the empty values,Pandas,a Pandas program,(unidentified flying object,,,,,,problem_51
(unidentified flying object,UFO,the empty values,a Pandas program,,,,,,,problem_51
(unidentified flying object,UFO,Pandas,a Pandas program,,,,,,,problem_51
(unidentified flying object,the empty values,Pandas,a Pandas program,,,,,,,problem_51
UFO,the empty values,Pandas,a Pandas program,,,,,,,problem_51
a gradient color,Pandas,all the values,a Pandas program,four columns,ten rows,a dataframe,four,ten,random values,problem_52
random values,a gradient color,Pandas,all the values,a Pandas program,four columns,ten rows,a dataframe,ten,,problem_52
random values,a gradient color,Pandas,all the values,a Pandas program,four columns,ten rows,four,ten,,problem_52
random values,a gradient color,Pandas,all the values,a Pandas program,four columns,a dataframe,four,ten,,problem_52
random values,a gradient color,Pandas,all the values,a Pandas program,ten rows,a dataframe,four,ten,,problem_52
random values,a gradient color,Pandas,all the values,four columns,ten rows,a dataframe,four,ten,,problem_52
random values,a gradient color,Pandas,a Pandas program,four columns,ten rows,a dataframe,four,ten,,problem_52
random values,a gradient color,all the values,a Pandas program,four columns,ten rows,a dataframe,four,ten,,problem_52
random values,Pandas,all the values,a Pandas program,four columns,ten rows,a dataframe,four,ten,,problem_52
a gradient color,Pandas,all the values,a Pandas program,four columns,ten rows,a dataframe,four,ten,,problem_52
a given list,Python,a Python program,the difference,consecutive numbers,,,,,,problem_53
consecutive numbers,a given list,Python,the difference,,,,,,,problem_53
consecutive numbers,a given list,a Python program,the difference,,,,,,,problem_53
consecutive numbers,Python,a Python program,the difference,,,,,,,problem_53
a given list,Python,a Python program,the difference,,,,,,,problem_53
a given DataFrame,a given column,Pandas,a Pandas program,only words,DataFrame,,,,,problem_54
DataFrame,a given DataFrame,a given column,Pandas,only words,,,,,,problem_54
DataFrame,a given DataFrame,a given column,a Pandas program,only words,,,,,,problem_54
DataFrame,a given DataFrame,Pandas,a Pandas program,only words,,,,,,problem_54
DataFrame,a given column,Pandas,a Pandas program,only words,,,,,,problem_54
a given DataFrame,a given column,Pandas,a Pandas program,only words,,,,,,problem_54
current datetime,specified value,"day, month, year",a Python program,arrow,,,,,,problem_55
arrow,current datetime,specified value,a Python program,,,,,,,problem_55
arrow,current datetime,"day, month, year",a Python program,,,,,,,problem_55
arrow,specified value,"day, month, year",a Python program,,,,,,,problem_55
current datetime,specified value,"day, month, year",a Python program,,,,,,,problem_55
a given function,a Python program,that,specific milliseconds,,,,,,,problem_56
specific milliseconds,a given function,that,,,,,,,,problem_56
specific milliseconds,a Python program,that,,,,,,,,problem_56
a given function,a Python program,that,,,,,,,,problem_56
the missing values,Pandas,a Pandas program,World alcohol consumption dataset,,,,,,,problem_57
World alcohol consumption dataset,the missing values,a Pandas program,,,,,,,,problem_57
World alcohol consumption dataset,Pandas,a Pandas program,,,,,,,,problem_57
the missing values,Pandas,a Pandas program,,,,,,,,problem_57
a specified number,a Python program,all primes,Sieve_of_Eratosthenes,,,,,,,problem_58
Sieve_of_Eratosthenes,a specified number,all primes,,,,,,,,problem_58
Sieve_of_Eratosthenes,a Python program,all primes,,,,,,,,problem_58
a specified number,a Python program,all primes,,,,,,,,problem_58
non-repeated combinations,Cartesian product,Cartesian,four given list,Python,a Python program,four,numbers,,,problem_59
numbers,non-repeated combinations,Cartesian product,Cartesian,four given list,Python,four,,,,problem_59
numbers,non-repeated combinations,Cartesian product,Cartesian,four given list,a Python program,four,,,,problem_59
numbers,non-repeated combinations,Cartesian product,Cartesian,Python,a Python program,four,,,,problem_59
numbers,non-repeated combinations,Cartesian product,four given list,Python,a Python program,four,,,,problem_59
numbers,non-repeated combinations,Cartesian,four given list,Python,a Python program,four,,,,problem_59
numbers,Cartesian product,Cartesian,four given list,Python,a Python program,four,,,,problem_59
non-repeated combinations,Cartesian product,Cartesian,four given list,Python,a Python program,four,,,,problem_59
length,a given list,Python,a Python program,the values,six,Lambda,,,,problem_60
Lambda,length,a given list,Python,a Python program,six,,,,,problem_60
Lambda,length,a given list,Python,the values,six,,,,,problem_60
Lambda,length,a given list,a Python program,the values,six,,,,,problem_60
Lambda,length,Python,a Python program,the values,six,,,,,problem_60
Lambda,a given list,Python,a Python program,the values,six,,,,,problem_60
length,a given list,Python,a Python program,the values,six,,,,,problem_60
a given DataFrame,the next row,NaNs,the previous row,the previous row or the next row,Pandas,a Pandas program,the value,DataFrame,,problem_61
DataFrame,a given DataFrame,the next row,NaNs,the previous row,the previous row or the next row,Pandas,the value,,,problem_61
DataFrame,a given DataFrame,the next row,NaNs,the previous row,the previous row or the next row,a Pandas program,the value,,,problem_61
DataFrame,a given DataFrame,the next row,NaNs,the previous row,Pandas,a Pandas program,the value,,,problem_61
DataFrame,a given DataFrame,the next row,NaNs,the previous row or the next row,Pandas,a Pandas program,the value,,,problem_61
DataFrame,a given DataFrame,the next row,the previous row,the previous row or the next row,Pandas,a Pandas program,the value,,,problem_61
DataFrame,a given DataFrame,NaNs,the previous row,the previous row or the next row,Pandas,a Pandas program,the value,,,problem_61
DataFrame,the next row,NaNs,the previous row,the previous row or the next row,Pandas,a Pandas program,the value,,,problem_61
a given DataFrame,the next row,NaNs,the previous row,the previous row or the next row,Pandas,a Pandas program,the value,,,problem_61
the merge sort,Python,a Python program,a list,elements,,,,,,problem_62
elements,the merge sort,Python,a list,,,,,,,problem_62
elements,the merge sort,a Python program,a list,,,,,,,problem_62
elements,Python,a Python program,a list,,,,,,,problem_62
the merge sort,Python,a Python program,a list,,,,,,,problem_62
the map,markers,latitude,37.423021,which,you,a map,,,,problem_63
a map,the map,markers,latitude,37.423021,you,,,,,problem_63
a map,the map,markers,latitude,which,you,,,,,problem_63
a map,the map,markers,37.423021,which,you,,,,,problem_63
a map,the map,latitude,37.423021,which,you,,,,,problem_63
a map,markers,latitude,37.423021,which,you,,,,,problem_63
the map,markers,latitude,37.423021,which,you,,,,,problem_63
ones,NumPy,an array,a NumPy program,zeros,,,,,,problem_64
zeros,ones,NumPy,a NumPy program,,,,,,,problem_64
zeros,ones,an array,a NumPy program,,,,,,,problem_64
zeros,NumPy,an array,a NumPy program,,,,,,,problem_64
ones,NumPy,an array,a NumPy program,,,,,,,problem_64
first,the given list,the first element,Python,a Python program,the value,that,the provided testing function,,,problem_65
the provided testing function,first,the given list,the first element,Python,a Python program,that,,,,problem_65
the provided testing function,first,the given list,the first element,Python,the value,that,,,,problem_65
the provided testing function,first,the given list,the first element,a Python program,the value,that,,,,problem_65
the provided testing function,first,the given list,Python,a Python program,the value,that,,,,problem_65
the provided testing function,first,the first element,Python,a Python program,the value,that,,,,problem_65
the provided testing function,the given list,the first element,Python,a Python program,the value,that,,,,problem_65
first,the given list,the first element,Python,a Python program,the value,that,,,,problem_65
elements,Python,a list,the list,a Python program,whose sum,lists,,,,problem_67
lists,elements,Python,a list,the list,whose sum,,,,,problem_67
lists,elements,Python,a list,a Python program,whose sum,,,,,problem_67
lists,elements,Python,the list,a Python program,whose sum,,,,,problem_67
lists,elements,a list,the list,a Python program,whose sum,,,,,problem_67
lists,Python,a list,the list,a Python program,whose sum,,,,,problem_67
elements,Python,a list,the list,a Python program,whose sum,,,,,problem_67
Google,the top stories,a Python program,Google news,,,,,,,problem_68
Google news,Google,a Python program,,,,,,,,problem_68
Google news,the top stories,a Python program,,,,,,,,problem_68
Google,the top stories,a Python program,,,,,,,,problem_68
a dictionary,a Python program,all values,Python,,,,,,,problem_69
Python,a dictionary,all values,,,,,,,,problem_69
Python,a Python program,all values,,,,,,,,problem_69
a dictionary,a Python program,all values,,,,,,,,problem_69
both lists,the values,the indices,a Python program,two,two given lists,,,,,problem_70
